id,age,gender,email,business_nature,company,position,payment_method,name,targets
5290,32,Male,gmail.com,Food Services,The Beach House/Madam S'Ate,Manager,A,Benjaman_ibarra,34243.1
5291,24,Male,gmail.com,Education,The Blue Angel Sports Limited,Administrative Officer,B,Bertie__KOERPER,15427.32;15704.34
5292,19,Male,gmail.com,Social Services,The Boys' & Girls' Clubs Association of Hong Kong,計劃助理,A,Buck___KERNE,10263.66;10369.24;10428.33;10335.78;10342.66
5293,24,Female,gmail.com,Social Services,"The Boys' Brigade, Hong Kong",Social Worker,,Isabel_ibarra,21245.87;21101.36;21314.68;21728.83
5294,26,Female,gmail.com,Hotel / Tourism,The Charterhouse Causeway Bay,Coordinator,A,Nell__helfritz,20800.48;20833.31;20976.73;20472.85
5295,23,Female,yahoo.com.hk,Education,The Children's Institute,ABA Teacher,,Lelia__berlanga,20664.18
5296,48,Male,gmail.com,Shipping / Trading,The China Engineers Limited,Assistant Officer,A,Butler__HELFRITZ,25120.48;25904.30;25023.81;25533.43
5297,23,Female,live.hk,Medical Services,The Chinese University of Hong Kong,Office Assistant,A,Maud___verbit,15397.80;15237.01;15239.24
5298,38,Female,d2tech.com.hk,Education,The Chinese University of Hong Kong,Clerk,A,Myra_dittbrenner,30293.68
5299,39,Male,gmail.com,Education,The Chinese University of Hong Kong,Professsor,,Cassius___verble,64002.95;62376.10;64262.72;63682.27;63826.20
5300,42,Male,yahoo.com.hk,Social Services,THE CHRISTIAN FAITH HOPE LOVE CHURCH,文員,A,Denis___MAROHNIC,51281.77;51004.87;51477.90
5301,40,Male,yahoo.com.hk,Social Services,The Church of Shalom,行政,,Baldwin___muhl,19061.71;18956.09;18682.16;19077.39;19487.48
5302,38,Male,yahoo.com.hk,Hotel / Tourism,the cityview,security ,,doc_dewulf,15861.82;16137.30;15952.67
5303,32,Male,gmail.com,Food Services,The Coffee Academics,Chef,A,Dora___helfritz,32428.98
5304,32,Male,163.com,Food Services,The Continental,Cook,A,Duncan__schrantz,30331.66;30587.05;30972.47
5305,40,Male,yahoo.com.hk,Food Services,The cottage ,Supervisors ,C,Ely_kerry,20964.08;21378.78;21736.89;21147.93;21499.26
5306,21,Female,hotmail.com,Food Services,The cupping room,廚師,C,Wilhelmina_muhr,18682.04
5307,34,Male,gmail.com,Retail / Wholesale,"The Daily Farm Company,  Limited",Store Manager,A,philip___dewulf,25983.95;25813.62;25361.86
5308,30,Female,yahoo.com.hk,Retail / Wholesale,The dairy farm,Operation,A,Nelle_verble,22117.83;22170.27
5309,54,Male,yahoo.com.hk,Retail / Wholesale,THE DAIRY FARM - WELLCOME PERMANENT,OPERATIVE,A,Ernie_REUTZEL,17308.99;17132.45;17003.11;17208.06
5310,30,Male,gmail.com,Retail / Wholesale,The Dairy Farm Company Limited,Assistant Category Manager,,Erwin_cipolone,37866.40;38013.51;37647.52;38320.46;38356.62
5311,33,Male,gmail.com,Retail / Wholesale,"The dairy farm company,limited",經理,A,Fred_muhl,29091.96;29710.11;29583.67;29380.18
5312,52,Male,gmail.com,Other,The Dary Farm co Ltd. ,倉務,A,Evan__EPPES,24166.04;24163.33
5313,42,Female,gmail.com,Medical Services,The Duchess of Kent Children's Hospital,Secretary,A,Roxie_furness,48710.09;49820.51;48775.54;49199.58;48962.53
5314,45,Male,123.com,Food Services,The Dynasty Club Ltd,部長,A,Evans___mokiao,22990.63;22997.08;22871.31
5315,45,Female,yahoo.com.hk,Education,The Edge,Officer,A,maye___melgarejo,18338.58;17996.32;18049.80
5316,30,Male,hotmail.com,Education,The Education University of Hong Kong,Post-doctoral Fellow,A,Wellington__restrepo,39644.92;39648.02
5317,44,Female,gmail.com,Social Services,The Evangelical Lutheran Church of Hong Kong,ASSISTANT SOCIAL WORK OFFICER / SUPERVISOR,A,Mathilda_JALOMO,53252.58;53302.88;53490.24;52929.33
5318,25,Male,gmail.com,Advertising / Marketing,The Farm Ltd,Producer,A,Fredrick___schrantz,21111.87;21163.88;20706.16
5319,40,Male,yahoo.com.hk,Construction,The Getz Corporation (Hong Kong) Limited,Assistant Project Manager,A,Frances__melgarejo,36320.67;36340.43;36533.36;36708.12
5320,42,Male,yahoo.com.hk,Government,THE GOVERNMENT OF HKSAR,助理小販管理主任,A,Elton_KERNE,27812.41;27376.56;27855.33;27017.32;26998.57
5321,53,Male,welend.com,Government,The government of Hong Kong,Senior Hawker Control Officer,A,Theodore__beaton,52440.5
5322,51,Male,hotmail.com,Other,The Grand Buffet ,MANAGER,,Garnett___HELIE,40878.65
5323,53,Male,gmail.com,Other,THE GRANDE PROPERTIES MET LTD (VIGERS),保安,A,Giles__mugg,13199.28;13247.47;13353.52;13372.11;13094.23
5324,40,Female,gmail.com,Education,The Harbour School,Co-Teacher,A,Bertie___pottle,22322.56;22599.97;22479.47
5325,33,Male,hotmail.com,Food Services,THE HEBE HAVEN YACHT CLUB LTD,Chef,A,Eldridge__SCHRANTZ,22756.45;22825.62;23239.65;23489.71
5326,49,Male,yahoo.com.hk,Public Utility,The HK & China Gas Co. Ltd,maintenance,,Hamp__holstad,38680.44
5327,44,Female,gmail.com,Social Services,The HK buddhist assn c&y centrr,Welfare worker,A,katharine__lothrop,38721.57;38890.65;38858.70;39212.35;39276.29
5328,38,Male,gmail.com,Government,THE HK GOVERNMENT,技術主任,A,Jean___restrepo,57093.67;56652.62;56999.22;56503.63;56601.42
5329,35,Male,gmail.com,Education,The HKMA K S Lo College,Teacher,,Orville_schrantz,60868.16;61506.57;61373.41;61275.82
5330,46,Male,hotmail.com,Education,The HKMA K S Lo College,Laboratory technician ,A,Isidore__dittbrenner,54827.34;53154.68;53334.08
5331,52,Male,towngas.com,Public Utility,The Hong Kong And China Gas Co Ltd,Senior Engineer,,Allan___kerne,57061.49;55412.05;56132.16;56934.42
5332,20,Male,gmail.com,Food Services,The Hong Kong Bankers Club,Chef,B,Jordan__autobee,14826.94;14968.85;14664.27;15093.26
5333,22,Male,livemail.tw,Food Services,THE HONG KONG CRICKET CLUB,Chef,A,Junius___thomaston,19524.89;18845.13
5334,36,Male,yahoo.com.hk,Transportation,The Hong Kong Golf Club,Cart Assistant,,june__kerne,17687.19;17373.06;17594.07
5335,52,Male,yahoo.com.hk,Government,The Hong Kong Government,Senior Foreman,A,Soloman___burmeister,37323.27;37264.00
5336,55,Male,gmail.com,Real Estate,The Hong Kong Institute of Education,Assistant project manager,A,Lenard_mimozo,84232.54;84829.75;85233.11;85285.75;83539.49
5337,20,Female,hotmail.com,Other,The Hong Kong Jockey Club,part time,,Lenora_dewulf,3135.52;3115.48;3114.13;3162.20
5338,30,Male,gmail.com,Food Services,The Hong Kong Jockey Club,Waiter,,Lum_dittbrenner,29509.94;29781.15;29477.17;29153.90
5339,38,Female,gmail.com,Public Utility,The Hong Kong Jockey Club,Assistant Business Development Manager,A,Lettie__burmeister,57090.52;56420.74;57867.83;56845.18;56583.77
5340,25,Male,gmail.com,Public Utility,The Hong Kong Jockey Club,Contract Stables Assistant 2,,Loren__ibarra,17835.73;17807.33;18132.85
5341,23,Male,hotmail.com,Food Services,The Hong Kong Jockey Club,Waiter,A,Lyle___helfritz,23248.79;23282.19
5342,30,Male,gmail.com,Bank / Finance,The Hong Kong Mortgage Corporation Ltd,Analyst,,Philip___pezley,24461.18
5343,32,Female,gmail.com,Education,The Hong Kong Polytechnic University,Research Associate,A,Christine___times,33692.57;34784.85;34490.84;34283.23;34292.90
5344,38,Male,yahoo.com.hk,IT,The Hong Kong Polytechnic University,Project Assistants,A,Mahlon__koerper,29187.43
5345,38,Female,yahoo.com.hk,Education,The Hong Kong Polytechnic University,Instructor,,Sue__HELFRITZ,45872.52;46552.87;46172.45
5346,46,Male,polyu.edu.hk,Education,The Hong Kong Polytechnic University,Office Assistant,A,Ike__koerper,35114.41;34897.43;34191.99
5347,39,Female,gamil.com,Medical Services,The hong kong society for the blind,保健員,,sylvia__pezley,19577.03;19086.07
5348,37,Male,mail.com,Social Services,The Hong Kong Society for the Blind,Rehabilitation Instructor,A,larkin___kerne,19332.20;19364.13
5349,39,Male,yahoo.com.hk,Accounting,The Hong Kong University of Science and Technology,Finance Manager,A,Mason__AUTOBEE,93566.68
5350,26,Male,gmail.com,Education,The Hong Kong University of Science and Technology,Program Assistant,A,Roy__BURMEISTER,23080.41
5351,34,Male,gmail.com,Public Utility,"The Hongkong Electric Co., Ltd",System and Process Improvement Officer,,Roswell__kerne,45403.82
5352,26,Male,yahoo.com.hk,Food Services,THE hwaduk,chef,A,newell__schrantz,22084.58;22072.56;21778.81;21826.66
5353,22,,yahoo.com.hk,Social Services,The IKEA Group,Customer Service Assisstant,B,Cornelia_muhr,10259.17
5354,42,Male,hotmail.com,Education,The ISF Academy,Deputy Principal,A,Mat_EVERET,193019.98;194299.34;195297.49
5355,29,Male,hotmail.com,Engineering,The Jardine Engineering Cop LTD ,Technical Assitant ,A,Pierre_verble,27317.37;27188.36;27418.37;27330.43
5356,24,Male,yahoo.com.hk,Construction,The Jardine Engineering Corporation,Technical Assistant,A,Price___saager,22039.99;21856.41
5357,29,Male,hotmail.com,Education,The Kelly Yang Project Limited,Senior Administrative Officer,C,Orval__KERNE,19582.30;19485.01;19996.72;19748.25
5358,46,Male,gmail.com,Transportation,The Kln Motor Bus,司机,A,prince_kerne,13527.97;13848.56;13695.34;13723.14
5359,41,Male,yahoo.com.hk,Transportation,the kowloon dairy ltd,driver,,edmond___lothrop,36103.2
5360,43,Male,hotmail.com,Transportation,THE KOWLOON MOTOR BUS (1933) LTD,ASSISTANT OFFICER,,Rodney_TIMAS,38391.37;39185.51;38214.86;38514.12
5361,28,Male,yahoo.com.hk,Transportation,The Kowloon Motor Bus Co. (1933) Ltd,Bus Captain,A,Leon__MUHR,29491.21;29850.27;29164.82
5362,52,Male,yahoo.com.hk,Public Utility,the kowloon motor bus ltd,customer service officer,A,kyle__kerne,37851.55;37908.43
5363,32,Male,gmail.com,Manufacturing,THE LEATHER CONCEPT LTD,倉務主管,A,rubin_schrantz,26220.06;25431.56
5364,33,Male,yahoo.com.hk,Construction,The Link Management Limited,Project Officer,,Theo_CERINO,37139.15
5365,33,Male,gmail.com,Beauty / Fitness,the mammals,stylist,,watt___kerne,14630.28;14570.12;14530.67;14577.40
5366,32,Male,gmail.com,Social Services,THE MENTAL HEALTH ASSOCIATION OF HONG KONG,Social Worker,A,CHAUNCEY__KERNE,44221.48;45993.38;44835.04;45407.41
5367,33,Female,gmail.com,Hotel / Tourism,The Mira,Spa ,,Linnie_muhl,26717.99;26327.82;25933.54;26331.63
5368,26,Male,yahoo.com.hk,Hotel / Tourism,The Mira Hong Kong,Concierge,A,Caleb__koerper,18031.63;17884.64
5369,45,Male,gmail.com,Hotel / Tourism,The Mirl hk hotel,Banquet,,wyatt__koerper,22652.38;22671.20;22816.54;22700.66;22577.26
5370,28,Female,yahoo.com.hk,Food Services,The night market,waitress,,Alberta_kersh,16222.22;15959.09
5371,30,Female,hotmail.com,Bank / Finance,The one property credit express limited,Secretary,A,Julia___MAROHNIC,17620.25
5372,29,Male,gmail.com,Education,THE OPEN UNIVERSITY OF HONG KONG,ASSISTANT INFORMATION TECHNOLOGY OFFICER,A,Albin_DITTBRENNER,24309.26;23756.51;23971.69
5373,32,Male,hotmail.com,Retail / Wholesale,The Oriental Trading Co.(H.K) Ltd. ,Designer,A,emil___berlanga,13647.55
5374,23,Male,hotmail.com,Retail / Wholesale,The overlander ,Sales,,Lewis___FASHEH,18439.87;18333.93;18438.02
5375,23,Male,gmail.com,Food Services,The Park Lane Hong Kong,侍應,,mary__araque,19022.68;18783.47;19068.66;19093.85;19062.50
5376,26,Female,msn.com,Hotel / Tourism,"The park lane hong kong,a pullman hotel",supervisor,A,hettie__autobee,21007.32;21534.91;20882.49;21126.31
5377,30,Male,gmail.com,Food Services,The Pawn,Bartender ,,aloysius__tackette,16870.78;16941.69;16738.48
5378,20,Male,gmail.com,Food Services,The peninsula,Waiter,A,oliver___vagt,23704.8
5379,35,Male,live.hk,Food Services,The Peninsula Hong Kong,Captain,,benton__cipolone,33022.23;33297.77
5380,30,Male,gmail.com,Hotel / Tourism,The peninsula Hotel,Captain,A,Bernie_zmolek,30544.38;30534.56;30334.34;30413.63;30316.56
5381,27,Female,123.com,Hotel / Tourism,The Peninsula Hotels,Hotelier,B,Adelaide___dewulf,28651.87;28682.45;29036.86;28421.32
5382,24,Male,hotmail.com,Hotel / Tourism,the place,散工,,Carrie__KERNE,18511.99;18934.51;18927.20;18644.25
5383,33,Male,saf.org.hk,Education,The Princeton Review,Senior Admission Counselor,A,Bishop_dewulf,25957.15;25976.30;25819.05;26203.44
5384,27,Male,gmail.com,Hotel / Tourism,The Repulse Bay,Junior Captain,,Cornelious_lothrop,25986.51;26291.02;26078.33;26081.81
5385,46,Male,yahoo.com.hk,Other,"THE REPULSE BAY. COMPANY, LIMITED.",Security and Safety,A,Coy_holstad,24169.73;24433.91;24322.67;24629.08;24220.88
5386,49,Male,revgrp.com,Other,THE REVOLUTION GROUP COMPANY LIMITED,SENIOR CUSTOMER OFFICER,A,Austin___SUPERNAULT,23969.94
5387,35,Male,yahoo.com.hk,Hotel / Tourism,The Ritz Carlton Hotel,Steward Supervisor,,Dexter_muhl,19853.26;19887.77;19788.85;19869.36
5388,32,Male,gmail.com,Hotel / Tourism,The royal garden,廚師,A,Drew_jalomo,23986.70;24043.10;24070.40;24498.17;24125.04
5389,29,Male,gmail.com,Hotel / Tourism,The Royal Garden Hong Kong,Captain,A,Emmitt___kerne,23545.97;23290.89;23161.64
5390,33,Male,gmail.com,IT,The Royal Garden Hotel,I.T,A,Ezekiel___helie,59091.80;58984.66;59186.98;59607.56;59612.69
5391,24,Female,yahoo.com.hk,Education,The Salvation Amry Shek Wu School,teacher,A,Mina__fashaw,27388.59;27603.72;28008.94
5392,47,Male,yahoo.com.hk,Social Services,the salvation army,driver,A,Finis___lothrop,23812.77;23490.23;23885.75;23480.91
5393,30,,gmail.com,Education,THE SATKP IMC,Teacher,A,Helena_hadden,42761.04
5394,26,Male,gmail.com,Shipping / Trading,The Sauce's Limited,Owner (Partnership ),B,Furman__kerne,19544.01;20106.83
5395,22,Male,gmail.com,Other,The spaghetti house restaur,廚房,A,Howell___wilging,15223.52;15615.38;15447.02
5396,39,Male,gmail.com,Shipping / Trading,"The Star Group Asia, Ltd.",Development Executive,C,Issac___MELGAREJO,29283.24;29603.08;29274.83;29327.21
5397,51,Male,gmail.com,Other,The Swatow Christian Gilead Church Limited,Pastor,C,Johnson__HELIE,37524.21;37037.21;37185.21
5398,40,Female,gmail.com,Insurance,The Tokio Marine and Fire Insurace Co (HK) Ltd,Marketing Assistant,,Carolyn___kerne,25436.52;25357.58;24850.25
5399,35,Male,yahoo.com.hk,Medical Services,The Tsung Tsin Mission of Hong Kong Social Service,Physiotherapist,A,Ulysses_autobee,68063.12
5400,32,Male,ymail.com,Other,The University of HK,研究助理,A,Carroll_bedward,36085.90;35322.75;36091.72;35728.35;35247.28
5401,44,Male,yahoo.com.hk,Education,The University of Hong Kong,Senior IT Technician,,Jones__kantis,51013.35;51334.73;50661.66
5402,46,Male,hku.hk,Education,The University of Hong Kong,Technical Manager,A,Lacy_hadder,59871.68;58813.53;59646.43;59289.66
5403,29,Male,gmail.com,Education,The University of Hong Kong,Tutor,,Llewellyn___muhl,31129.87
5404,56,Male,hotmail.com,Education,The university of hong kong,Facilities assistant,A,manley__beaton,42935.24;43039.53;42687.44;42506.37
5405,38,Female,gmail.com,Education,The University of Hong Kong,Senior Executive Assistant,,Adeline__muhl,45222.92;45203.30;45240.19;45577.70
5406,28,Female,,Education,The University of Hong Kong,研究助理,A,Genevieve__kooker,23399.71;23397.96;23458.56
5407,29,Female,gmail.com,Hotel / Tourism,The upper house,房務員,,Johanna__JEANNETTE,21211.41;21490.60;21290.73;21307.38
5408,26,Male,yahoo.com.hk,Hotel / Tourism,The Upper House,房務員,,Odie__wilging,19757.53;19798.82;20079.27;20319.10
5409,36,Male,yahoo.com,Hotel / Tourism,The Upper House,guest experience manager,A,olin__mugg,35629.75;35552.10;35627.54;35544.30;34827.10
5410,26,Female,hotmail.com,Hotel / Tourism,The upper house,Room attendant,,loretta___helie,20541.62;20580.97;20556.89
5411,35,Male,gmail.com,Retail / Wholesale,The warehouse limited,Shop Manager,A,Omar_ruscio,41589.64;42601.25;41026.84
5412,28,Male,outlook.com,Advertising / Marketing,The Wave,Assistant Marketing Manager,A,Jim___sepulbeda,32755.07;32485.80;32730.46;32050.24
5413,23,Female,yahoo.com.hk,Retail / Wholesale,Theory,14758,,Ottilie_kerns,25686.54;25896.59;26086.15;25833.76;26319.34
5414,26,Male,gmail.com,Retail / Wholesale,TheTrend Mobile Accessory(潮流電話配件),售貨員,,Louis___lothrop,18984.26;18590.04;18644.12;18343.48
5415,26,Male,hotmail.com,Retail / Wholesale,Thinking Group,sales,,lionel_kuroda,21099.38;20825.20;20962.26;20829.94;20993.47
5416,37,Male,gmail.com,Other,THORN LIGHTING (HONGKONG) LTD,LAB MANAGER,A,Benjamin___verble,53611.23;53902.35;54065.10
5417,36,Male,gmail.com,Other,Thorn Security (Hong Kong) Ltd,Technician,A,Philip__kadner,23556.14;23301.65;23756.40
5418,28,Male,gmail.com,Food Services,three monkeys,廚房,A,santiago___kerne,23213.04
5419,45,Male,gmail.com,Transportation,thunder logistics ltd,driver,,dolphus___koerper,16160.74
5420,46,Male,gmail.com,Engineering,ThyssenKrupp Elevator (HK) Limited,fiter,A,morris__furness,33560.94;33539.13;33141.26
5421,41,Male,hotmail.com,Professional Services / Consultation,Thyssenkrupp elevator hk ltd.,Elevator,A,elie__cipolone,37205.93;37189.16;37195.39;37817.28;37411.38
5422,38,Female,yahoo.com.hk,Retail / Wholesale,Tiffany&Co,sales,,lida__melgarejo,26815.33;26951.93;26756.88;27726.55;27175.96
5423,43,Male,yahoo.com,IT,Tilden Group Limited,Sales & Marketing Manager,,Oswald_capati,33166.99;33539.31;33251.56;33485.05
5424,34,Male,gmail.com,Transportation,tim logistics ltd,check,,clay__mccarney,18168.90;17981.82
5425,23,Male,hotmail.com,Hotel / Tourism,Tim yiu limousine service limited,DRIVER,A,Paris___brittin,25655.14;25843.67;25315.18;25704.16
5426,23,Male,gmail.com,Decoration / Design,Time Management Services Limited,設計師,,Reuben_helfritz,16544.59;16663.30;16668.51;16545.35
5427,42,Male,hotmail.com,Manufacturing,Time module hk ltd,Sales manager,,Pinkney___dittbrenner,34012.98;34447.55;33892.46;34400.86
5428,25,Male,gmail.com,Food Services,Times bar,侍應,C,Quincy___furness,12141.86;12241.26
5429,23,Male,hotmail.com,Food Services,times champagne bar & restaurant,待應,B,Gideon_jalomo,12633.55
5430,34,Male,yahoo.com.hk,Food Services,Tin lok bakery,Baker,C,Lorenzo_DEWULF,27827.42;27420.10;27388.35;27978.53;27701.76
5431,54,Male,hotmail.com.hk,Engineering,Tin Lung Auto Company,汽車維修,,Richmond_mcelhenney,39537.81;39394.09;38687.11;39330.80
5432,39,Male,gmail.com,Transportation,Tin Shing Motors Holdings Ltd,Manager,C,Rupert___muhl,13675.65;13499.95;13344.45;13526.56
5433,39,Male,gmail.com,Transportation,TIN TIN EXPRESS,速遞員,A,Shirley___COUVILLION,19349.97;19716.56;19404.01;19650.87
5434,38,Male,sina.com,Construction,Tin Wo Eng Co Ltd,建築主任,,Emory__swinson,61772.49;60563.14;60449.40
5435,28,Male,gmail.com,Construction,"Tin Wo Engineering Co., Ltd.",扎鐵工人,A,jim__kerns,38585.12;38191.81;38637.44;38867.93;39093.92
5436,40,Female,gmail.com,Manufacturing,Tinford Textile Limited,Senior merchandiser,,Lotta_koerper,22696.99;22450.52;22769.82;22497.12;22752.55
5437,25,Female,gmail.com,Advertising / Marketing,TinyThings Limited,Account Manager,,Georgina_furness,30513.79;29812.98;31061.97
5438,39,Male,yahoo.com.hk,Engineering,Titan foundation ltd,Foreman,A,Junius___thomaston,36415.59;37168.77;36957.73
5439,24,Male,live.hk,Accounting,TK Choi and Company,會計主任,C,Monroe___TAKALA,14738.29;15171.31;14844.17
5440,22,Female,gmail.com,Construction,TLS & Associates Ltd,Assistant Quantity Surveyor,A,Fanny__muhn,12735.70;13051.73;12957.87;12716.58
5441,36,Male,yahoo.com.hk,Transportation,TNT EXPRESS WORDWIDE,司機,A,Clara__araque,18905.33;19040.61
5442,26,Male,outlook.com,Transportation,TNT Express Worldwide HK LTD,Clerk,,Carlton_gleisner,20907.04;20701.21;20397.63;20848.05;20708.27
5443,34,Female,gmail.com,Advertising / Marketing,Toei Production Limited,PR & Marketing,,Hester__AUTOBEE,13856.70;13918.33;14093.38;14140.55
5444,35,Male,gmail.com,IT,Tofugear Ltd,Programmer,A,Sid__verble,29612.21;29751.61
5445,39,Male,hotmail.com,Retail / Wholesale,Tokyo Electron Device Asia Pacific Limited,Sales,,Leonard_martowski,32428.41;33005.33;32900.97;32537.79
5446,30,Male,gmail.com,Shipping / Trading,Tolam Pet Products Ltd,Department Manager,,Tim_SCHRANTZ,30426.54;30558.94;30409.60;30243.92;30027.22
5447,52,Male,gmail.com,Transportation,Toll Global Forwarding,Client Services Officer,A,Volney_autobee,30552.18;30626.98;30682.90;30510.03
5448,44,Male,tollgroup.com,Transportation,Toll Global Forwarding (Hong Kong) Limited ,Customer Service Coordinator,,Webb__RESTREPO,19633.83;19970.36
5449,60,Male,yahoo.com.hk,Shipping / Trading,Toll Golbal Forwarding (Hong Kong) Ltd,Manager,,Taylor_muhn,110935.42;111166.34;109453.51;111604.44;111667.51
5450,20,Female,hotmail.com,Beauty / Fitness,Tom Ford,Makeup artist,,Lilly__whipple,16566.13
5451,39,Male,gmail.com,Transportation,Tom Lee music,倉務員,A,benjamin___muhl,16933.11;16563.34
5452,23,Male,yahoo.com.hk,Manufacturing,Tom Lee Music,Guitar Repair Engineer,A,West__mimozo,41781.32;41198.51;40918.49;41070.06
5453,23,Female,gmail.com,Retail / Wholesale,tom lee music,cashier,A,naomi_hadder,15396.16
5454,22,Female,gmail.com,Advertising / Marketing,Tom Lee Music Co Ltd,Marketing Assistant,A,Lois_fasheh,18033.31;18487.23
5455,30,Male,yahoo.com,Accounting,TOM LEE MUSIC CO. LTD.,Assistant Accountant,A,Mathias_KERNE,24617.52;24012.52;23923.81;23966.02;24018.91
5456,23,Male,hotmail.com,IT,Tom Lee Music Company Limited,Web Developer,,Abel_eppes,26694.72;26461.40;26949.10
5457,38,Male,ymail.com,Food Services,Tomato Club,Manager,A,Nicholas_eppes,26482.65;27012.39;26920.30;26601.63;27008.49
5458,39,Female,gmail.com,IT,Tomoike Industrial (H.K) Limited  ,PURCHASE ,,Minerva___gleber,29055.59;28818.22;29672.55;29640.36;29536.11
5459,50,,yahoo.com,Legal Services,"Tony Kan & Co., Solicitors & Notaries",L.E.,,Mittie___muhl,35395.30;35275.20;35542.76;35016.82;35174.68
5460,36,Female,hotmail.com,Other,Tool and mold Hong Kong LTD,Purchasing &Shipping,A,Sophie__tudruj,17393.08;17900.26;17771.13;17836.03;17666.48
5461,26,Male,gmail.com,Construction,TOP Contracting Ltd.,測量,A,alma___helfritz,23598.95;22985.41;22999.70
5462,23,Female,,Other,Top Easygain Logistics Limited,兼職倉務文員,,Bess_rasche,15656.6
5463,49,Male,gmail.com,Construction,Top Express Construction Engineering Ltd,機手,C,Alonza___MUHL,39932.92;39977.78
5464,32,Male,hotmail.com,Communications,Top Express Holdings Limited,Chief Project Officer,A,Thomas___melgarejo,26045.07;26419.63
5465,53,Male,gmail.com,Construction,top form construction ltd,建築材料sales,,dewitt___furness,21250.31;20661.14;21280.90
5466,55,Male,yahoo.com,IT,Top Gear Technology Development Limited,Consulting Manager,,Berton__HELIE,40921.55;41432.85
5467,22,Male,gmail.com,Engineering,TOP GREAT ENGINEERING LIMITED,技工,C,James__muha,16245.33;15958.73;15859.23;16111.45
5468,30,Female,hotmail.com,Shipping / Trading,Top kids Toys Company Ltd,Manager,C,Adell__pezley,22907.97
5469,53,Female,123.com,Shipping / Trading,Top Loyal International Holdings Ltd,MARKETING ADMIN MANAGER,C,Madie___BRITTIN,39429.62;39121.48;39127.10
5470,57,Female,gmail.com,Other,Top One LTD,保安,A,Claudia___MUHL,11891.62
5471,28,Male,gmail.com,Retail / Wholesale,Top one motors trading lyd,汽車sales,B,Yee_autobee,21622.96;21845.90;21214.25;21586.99;21447.75
5472,47,Male,gmail.com,Construction,top one scaffold equipment LTD,supervisor,A,dillard___melgarejo,56334.43
5473,52,Female,yahoo.com.hk,Shipping / Trading,top pacific hk ltd,accounts,,roberta___melgarejo,31648.16;32029.13;31840.07;31387.52
5474,45,Male,gmail.com,Other,Top Property Services Co. Ltd,Property Managemant,A,Early__melgarejo,32623.71;33359.46;33185.43;32986.76;32929.49
5475,34,Male,yahoo.com.hk,IT,TOP TECH,MANAGER,A,Gideon__DEWULF,31778.47;31362.08;31156.51
5476,52,Male,gmail.com,Other,TOP TRIUMPH INTERNATIONAL LTD,船務判頭,A,Ephraim___fashaw,44660.64;43716.64
5477,32,Male,hotmail.com,Other,Topcast Aviation Supplies Co.，Ltd,Warehouse assistant,A,Ephriam___jalomo,20484.88;20855.38
5478,26,Female,hotmail.com,Manufacturing,Topgain Textiles Limited,HR & Administrative Manager,,Leah_kerne,23936.63;23626.85
5479,40,Female,topnotch.com,Retail / Wholesale,Topnotch Pirnting Equipment Co.Ltd,會計文員,B,Ella___AUTOBEE,18130.06
5480,24,Male,gmail.com,Manufacturing,Toppan,文員,A,Martin__muhl,15885.32;16053.06;15906.00;15906.30
5481,29,Male,hotmail.com,IT,Toppan Forms Computer Systems Limited,Enginner ,A,Evert_muhl,21645.63;21065.90;21333.03;21127.30;21319.21
5482,36,Female,hotmail.com,IT,TOPPAN FORMS COMPUTER SYSTEMS LTD,ACCOUNT MANAGER,,gertrude__dewulf,34527.80;34669.96;34517.78;34353.94;35113.57
5483,25,Female,gmail.com,Other,Toppan Vite Limited,printing,,Sadie_kerne,17944.92;18175.02
5484,22,Male,gmail.com,Retail / Wholesale,ToppanForms,Account executive,A,Gary___ibarra,12979.67;12889.98;12774.10;12892.14
5485,33,Male,gmail.com,Retail / Wholesale,Topshop,stock keeper,,gaston__kerne,16894.58;16458.44;16371.92;16519.51;16532.40
5486,46,Male,gmail.com,Other,Toptech Co Ltd,ASS. GENERAL MANAGER,A,Hosea__fashaw,58450.83;57785.35;57135.50;57425.34;57403.35
5487,35,Male,gmail.com,Retail / Wholesale,Topvalue International Ltd ,Sales executive,C,Hunter___mimozo,40901.13;41804.64;40428.36;41391.72;41056.09
5488,28,Female,hotmail.com,Food Services,toro steak house & gastro bar,Captain,,Lucretia___bohmker,16413.35;16532.93;16224.00
5489,37,Female,hotmail.com,Retail / Wholesale,TORY BURCH FAR EAST LIMITED,REGIONAL HUMAN RESOURCES OFFICER,,Marguerite___MUHR,37025.38;36631.83;36417.61
5490,29,Male,totem.hk,Communications,Totem Technology (HK) Limited,IT Manager,A,Bernie___kerne,23197.66;22754.77;23492.68;22899.21
5491,30,Male,gmail.com,Retail / Wholesale,TOTO (H.K) LIMITED,Sales Executive,A,Moses___BERLANGA,21351.96;21676.28;21524.16;21072.65;21148.83
5492,40,Female,gmail.com,Beauty / Fitness,Touch up production,education manager,,cecelia___autobee,25755.19;25658.54;24327.26;25415.86
5493,26,Female,yahoo.com.hk,Retail / Wholesale,Tough,Sales,,Zada_helie,22608.49;22538.41
5494,27,Female,hotmail.com,Real Estate,TOWEREED PROPERTIES DEVELOPMENT LTD,HR & ADMIN,A,Elva__MUCH,13545.98
5495,38,Male,gmail.com,Public Utility,TOWN GAS,meter reader,,Isom___MUHL,15436.33
